,Date,Type,Title,Amount,Note,Category,Subcategory,Account,Tags
924,25-10-2019,1,,7.0,,,,Konto osobiste,
925,25-10-2019,1,,17.62,,Jedzenie,,Konto osobiste,
926,26-10-2019,1,,6.0,,�rodki czysto�ci,Dom,Konto osobiste,
927,26-10-2019,1,,18.8,,Jedzenie,,Konto osobiste,
928,26-10-2019,1,,3.7,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
929,28-10-2019,1,,3.0,,Jedzenie,,Konto osobiste,
930,28-10-2019,1,,19.73,,Jedzenie,,Konto osobiste,
931,28-10-2019,1,,2.5,,Jedzenie,,Konto osobiste,
932,29-10-2019,1,,17.91,,Jedzenie,,Konto osobiste,
933,29-10-2019,1,,5.09,,Jedzenie,,Konto osobiste,
934,29-10-2019,1,,13.16,,Jedzenie,,Konto osobiste,
935,30-10-2019,1,,20.0,,Autobus,Samoch�d,Konto osobiste,
936,30-10-2019,1,,24.41,,Jedzenie,,Konto osobiste,
937,30-10-2019,1,,110.38,,Rodzice,,Konto osobiste,
938,30-10-2019,1,,33.59,,Rodzice,,Konto osobiste,
939,30-10-2019,1,,2.8,,Jedzenie,,Konto osobiste,
940,30-10-2019,1,,50.0,,Uczelnia,,Konto osobiste,
941,30-10-2019,0,,500.0,,Rodzice,,Konto osobiste,
942,03-11-2019,1,,30.0,,Telefon,Elektronika,Konto osobiste,
943,04-11-2019,1,,2.8,,Jedzenie,,Konto osobiste,
944,05-11-2019,1,,24.13,,Restauracja,Jedzenie,Konto osobiste,
945,05-11-2019,1,,14.31,,Jedzenie,,Konto osobiste,
946,05-11-2019,1,,4.0,,Gry,Rozrywka,Konto osobiste,
947,06-11-2019,1,,11.02,,Jedzenie,,Konto osobiste,
948,06-11-2019,1,,2.5,,Jedzenie,,Konto osobiste,
949,06-11-2019,1,,15.0,,Kino i teatr,Rozrywka,Konto osobiste,
950,07-11-2019,1,,17.54,,Jedzenie,,Konto osobiste,
951,08-11-2019,1,,15.43,,Jedzenie,,Konto osobiste,
952,08-11-2019,1,,12.0,,Alkohol,Jedzenie,Konto osobiste,
953,09-11-2019,1,,13.49,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
954,09-11-2019,1,,19.97,,Jedzenie,,Konto osobiste,
955,09-11-2019,1,,10.79,,Prezenty,,Konto osobiste,
956,10-11-2019,1,,20.0,,Prezenty,,Konto osobiste,
957,10-11-2019,1,,8.0,,Prezenty,,Konto osobiste,
958,12-11-2019,1,,2.79,,Jedzenie,,Konto osobiste,
959,12-11-2019,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
960,12-11-2019,1,,5.0,,�rodki czysto�ci,Dom,Konto osobiste,
961,12-11-2019,1,,4.78,,Jedzenie,,Konto osobiste,
962,13-11-2019,1,,5.9,,Jedzenie,,Konto osobiste,
963,14-11-2019,1,,3.0,,Alkohol,Jedzenie,Konto osobiste,
964,14-11-2019,1,,2.19,,�rodki czysto�ci,Dom,Konto osobiste,
965,14-11-2019,1,,23.72,,Jedzenie,,Konto osobiste,
966,15-11-2019,1,,19.55,,Jedzenie,,Konto osobiste,
967,15-11-2019,1,,6.18,,Alkohol,Jedzenie,Konto osobiste,
968,18-11-2019,1,,8.78,,Jedzenie,,Konto osobiste,
969,19-11-2019,1,,16.0,,Jedzenie,,Konto osobiste,
970,19-11-2019,1,,4.38,,Jedzenie,,Konto osobiste,
971,20-11-2019,1,,2.5,,Jedzenie,,Konto osobiste,
972,20-11-2019,1,,32.3,,Jedzenie,,Konto osobiste,
973,21-11-2019,1,,13.56,,Jedzenie,,Konto osobiste,
974,24-11-2019,1,,18.77,,Jedzenie,,Konto osobiste,
975,25-11-2019,1,,2.5,,Jedzenie,,Konto osobiste,
976,25-11-2019,1,,46.0,,Autobus,Samoch�d,Konto osobiste,
977,25-11-2019,1,,16.86,,Jedzenie,,Konto osobiste,
978,25-11-2019,0,,150.0,,Rodzice,,Konto osobiste,
979,27-11-2019,1,,110.89,,Rodzice,,Konto osobiste,
980,27-11-2019,1,,5.29,,Jedzenie,,Konto osobiste,
981,28-11-2019,0,,300.0,,Rodzice,,Konto osobiste,
982,28-11-2019,1,,15.76,,Jedzenie,,Konto osobiste,
983,29-11-2019,1,,13.49,,�rodki czysto�ci,Dom,Konto osobiste,
984,29-11-2019,1,,32.37,,Jedzenie,,Konto osobiste,
985,29-11-2019,1,,14.68,,�rodki czysto�ci,Dom,Konto osobiste,
986,29-11-2019,1,,18.74,,Jedzenie,,Konto osobiste,
987,29-11-2019,1,,490.0,,Czynsz,Dom,Konto osobiste,
988,29-11-2019,0,,1340.0,,Stypendium,Uczelnia,Konto osobiste,
989,30-11-2019,1,,20.0,,Rozrywka,,Konto osobiste,
990,30-11-2019,1,,24.0,,Jedzenie,,Konto osobiste,
991,30-11-2019,1,,69.0,,Bar,Rozrywka,Konto osobiste,
992,01-12-2019,1,,13.01,,Jedzenie,,Konto osobiste,
993,02-12-2019,1,,15.65,,Jedzenie,,Konto osobiste,
994,02-12-2019,1,,18.75,,Restauracja,Jedzenie,Konto osobiste,
995,02-12-2019,1,,14.98,,Uczelnia,,Konto osobiste,
996,02-12-2019,1,,269.0,,Komputer,Elektronika,Konto osobiste,
997,03-12-2019,1,,8.0,,Bar,Rozrywka,Konto osobiste,
998,03-12-2019,1,,15.33,,Restauracja,Jedzenie,Konto osobiste,
999,04-12-2019,1,,14.97,,Jedzenie,,Konto osobiste,
1000,04-12-2019,1,,9.0,,Restauracja,Jedzenie,Konto osobiste,
1001,04-12-2019,1,,5.3,,Jedzenie,,Konto osobiste,
1002,05-12-2019,1,,50.0,,Bar,Rozrywka,Konto osobiste,
1003,05-12-2019,1,,25.0,,Leki,Zdrowie i uroda,Konto osobiste,
1004,06-12-2019,1,,25.33,,Jedzenie,,Konto osobiste,
1005,06-12-2019,1,,7.78,,Alkohol,Jedzenie,Konto osobiste,
1006,06-12-2019,1,,33.0,,Rodzice,,Konto osobiste,
1007,07-12-2019,1,,30.0,,Meble,Dom,Konto osobiste,
1008,07-12-2019,1,,23.98,,Jedzenie,,Konto osobiste,
1009,07-12-2019,1,,75.68,,Zdrowie i uroda,,Konto osobiste,
1010,08-12-2019,1,,37.7,,Restauracja,Jedzenie,Konto osobiste,
1011,09-12-2019,1,,19.8,,Jedzenie,,Konto osobiste,
1012,09-12-2019,1,,2.5,,Jedzenie,,Konto osobiste,
1013,09-12-2019,1,,17.78,,Jedzenie,,Konto osobiste,
1014,10-12-2019,1,,19.0,,Gry,Rozrywka,Konto osobiste,
1015,10-12-2019,1,,2.5,,Jedzenie,,Konto osobiste,
1016,10-12-2019,1,,16.05,,Jedzenie,,Konto osobiste,
1017,11-12-2019,1,,13.08,,Jedzenie,,Konto osobiste,
1018,11-12-2019,1,,14.98,,�rodki czysto�ci,Dom,Konto osobiste,
1019,11-12-2019,1,,5.3,,Jedzenie,,Konto osobiste,
1020,11-12-2019,1,,10.0,,Restauracja,Jedzenie,Konto osobiste,
1021,12-12-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
1022,12-12-2019,1,,10.47,,Jedzenie,,Konto osobiste,
1023,13-12-2019,1,,27.07,,Jedzenie,,Konto osobiste,
1024,13-12-2019,1,,6.0,,�rodki czysto�ci,Dom,Konto osobiste,
1025,14-12-2019,1,,2.79,,Alkohol,Jedzenie,Konto osobiste,
1026,14-12-2019,1,,17.6,,Jedzenie,,Konto osobiste,
1027,15-12-2019,1,,6.37,,Alkohol,Jedzenie,Konto osobiste,
1028,15-12-2019,1,,6.77,,Jedzenie,,Konto osobiste,
1029,16-12-2019,1,,40.0,,Restauracja,Jedzenie,Konto osobiste,
1030,17-12-2019,1,,18.54,,Jedzenie,,Konto osobiste,
1031,17-12-2019,1,,2.5,,Jedzenie,,Konto osobiste,
1032,17-12-2019,1,,7.0,,Jedzenie,,Konto osobiste,
1033,18-12-2019,1,,2.5,,Jedzenie,,Konto osobiste,
1034,18-12-2019,1,,17.04,,Jedzenie,,Konto osobiste,
1035,18-12-2019,1,,900.0,,Czynsz,Dom,Konto osobiste,
1036,18-12-2019,1,,18.54,,Jedzenie,,Konto osobiste,
1037,18-12-2019,0,,2830.0,,Stypendium,Uczelnia,Konto osobiste,
1038,19-12-2019,1,,232.8,,Prezenty,,Konto osobiste,
1039,19-12-2019,1,,20.33,,Jedzenie,,Konto osobiste,
1040,19-12-2019,1,,2.68,,Jedzenie,,Konto osobiste,
1041,20-12-2019,1,,14.58,,Jedzenie,,Konto osobiste,
1042,20-12-2019,1,,20.0,,Kino i teatr,Rozrywka,Konto osobiste,
1043,20-12-2019,1,,24.75,,Restauracja,Jedzenie,Konto osobiste,
1044,21-12-2019,1,,7.08,,Jedzenie,,Konto osobiste,
1045,21-12-2019,1,,15.74,,Autobus,Samoch�d,Konto osobiste,
1046,21-12-2019,1,,11.96,,Prezenty,,Konto osobiste,
1047,26-12-2019,1,,30.0,,Telefon,Elektronika,Konto osobiste,
1048,28-12-2019,0,,150.0,,Rodzice,,Konto osobiste,
1049,28-12-2019,1,,143.92,,Rodzice,,Konto osobiste,
1050,29-12-2019,1,,14.16,,Jedzenie,,Konto osobiste,
1051,31-12-2019,1,,8.0,,Autobus,Samoch�d,Konto osobiste,
1052,01-01-2020,1,,50.0,,Rozrywka,,Konto osobiste,
1053,02-01-2020,1,,15.86,,Jedzenie,,Konto osobiste,
1054,02-01-2020,1,,15.74,,Autobus,Samoch�d,Konto osobiste,
1055,07-01-2020,1,,29.94,,Jedzenie,,Konto osobiste,
1056,08-01-2020,1,,19.34,,Restauracja,Jedzenie,Konto osobiste,
1057,09-01-2020,1,,2.39,,Alkohol,Jedzenie,Konto osobiste,
1058,10-01-2020,1,,139.8,,Spodnie,Odzie�,Konto osobiste,
1059,10-01-2020,1,,6.78,,Alkohol,Jedzenie,Konto osobiste,
1060,10-01-2020,1,,17.45,,Restauracja,Jedzenie,Konto osobiste,
1061,10-01-2020,1,,190.0,,Autobus,Samoch�d,Konto osobiste,
1062,11-01-2020,1,,33.53,,Jedzenie,,Konto osobiste,
1063,11-01-2020,1,,10.78,,�rodki czysto�ci,Dom,Konto osobiste,
1064,13-01-2020,1,,2.8,,Jedzenie,,Konto osobiste,
1065,13-01-2020,1,,2.5,,Jedzenie,,Konto osobiste,
1066,13-01-2020,1,,10.0,,Restauracja,Jedzenie,Konto osobiste,
1067,13-01-2020,1,,12.56,,Jedzenie,,Konto osobiste,
1068,14-01-2020,1,,5.38,,Jedzenie,,Konto osobiste,
1069,15-01-2020,1,,21.85,,Restauracja,Jedzenie,Konto osobiste,
1070,15-01-2020,1,,31.94,,Jedzenie,,Konto osobiste,
1071,16-01-2020,1,,450.0,,Czynsz,Dom,Konto osobiste,
1072,16-01-2020,1,,12.07,,Jedzenie,,Konto osobiste,
1073,17-01-2020,1,,18.3,,Restauracja,Jedzenie,Konto osobiste,
1074,17-01-2020,1,,14.99,,Alkohol,Jedzenie,Konto osobiste,
1075,17-01-2020,0,,1390.0,,Stypendium,Uczelnia,Konto osobiste,
1076,17-01-2020,1,,5.99,,�rodki czysto�ci,Dom,Konto osobiste,
1077,17-01-2020,1,,23.0,,Kino i teatr,Rozrywka,Konto osobiste,
1078,17-01-2020,1,,11.25,,Jedzenie,,Konto osobiste,
1079,17-01-2020,1,,13.0,,Restauracja,Jedzenie,Konto osobiste,
1080,18-01-2020,1,,28.05,,Jedzenie,,Konto osobiste,
1081,18-01-2020,1,,9.36,,Alkohol,Jedzenie,Konto osobiste,
1082,20-01-2020,1,,18.39,,Jedzenie,,Konto osobiste,
1083,20-01-2020,1,,4.3,,Jedzenie,,Konto osobiste,
1084,20-01-2020,1,,2.2,,Jedzenie,,Konto osobiste,
1085,21-01-2020,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
1086,22-01-2020,1,,6.18,,Jedzenie,,Konto osobiste,
1087,22-01-2020,1,,19.27,,Restauracja,Jedzenie,Konto osobiste,
1088,23-01-2020,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
1089,23-01-2020,1,,7.49,,�rodki czysto�ci,Dom,Konto osobiste,
1090,23-01-2020,1,,28.53,,Jedzenie,,Konto osobiste,
1091,24-01-2020,1,,4.59,,Alkohol,Jedzenie,Konto osobiste,
1092,24-01-2020,1,Telefon,110.38,,Rodzice,,Konto osobiste,
1093,24-01-2020,1,,16.5,,Jedzenie,,Konto osobiste,
1094,25-01-2020,1,,28.93,,Jedzenie,,Konto osobiste,
1095,27-01-2020,1,,97.0,,Rodzice,,Konto osobiste,
1096,27-01-2020,1,,25.0,,Leki,Zdrowie i uroda,Konto osobiste,
1097,27-01-2020,1,,16.0,,Restauracja,Jedzenie,Konto osobiste,
1098,27-01-2020,1,,2.2,,Jedzenie,,Konto osobiste,
1099,28-01-2020,1,,5.0,,Uczelnia,,Konto osobiste,
1100,28-01-2020,1,,56.17,,Akcesoria,Elektronika,Konto osobiste,
1101,28-01-2020,1,,5.89,,Jedzenie,,Konto osobiste,
1102,29-01-2020,1,,29.45,,Jedzenie,,Konto osobiste,
1103,30-01-2020,0,,300.0,,Rodzice,,Konto osobiste,
1104,30-01-2020,1,,18.51,,Jedzenie,,Konto osobiste,
1105,31-01-2020,1,,9.99,,�rodki czysto�ci,Dom,Konto osobiste,
1106,31-01-2020,1,,8.68,,Jedzenie,,Konto osobiste,
1107,31-01-2020,1,,12.67,,Alkohol,Jedzenie,Konto osobiste,
1108,31-01-2020,1,,33.19,,Rodzice,,Konto osobiste,
1109,01-02-2020,1,,7.49,,,,Konto osobiste,
1110,01-02-2020,1,,8.67,,Alkohol,Jedzenie,Konto osobiste,
1111,01-02-2020,1,,6.77,,Prezenty,,Konto osobiste,
1112,01-02-2020,1,,12.67,,Jedzenie,,Konto osobiste,
1113,02-02-2020,1,,32.62,,Restauracja,Jedzenie,Konto osobiste,
1114,03-02-2020,1,,27.0,,,,Konto osobiste,
1115,03-02-2020,1,,32.0,,Restauracja,Jedzenie,Konto osobiste,
1116,03-02-2020,1,,14.54,,Jedzenie,,Konto osobiste,
1117,03-02-2020,1,,12.15,,Alkohol,Jedzenie,Konto osobiste,
1118,04-02-2020,1,,29.44,,Jedzenie,,Konto osobiste,
1119,05-02-2020,1,,7.38,,Jedzenie,,Konto osobiste,
1120,06-02-2020,1,,23.18,,Jedzenie,,Konto osobiste,
1121,06-02-2020,1,,6.17,,Jedzenie,,Konto osobiste,
1122,07-02-2020,1,,19.0,,Gry,Rozrywka,Konto osobiste,
1123,14-02-2020,0,,50.0,,Prezenty,,Konto osobiste,
1124,15-02-2020,1,,30.0,,Telefon,Elektronika,Konto osobiste,
1125,15-02-2020,0,,1390.0,,Stypendium,Uczelnia,Konto osobiste,
1126,16-02-2020,1,,20.0,,Autobus,Samoch�d,Konto osobiste,
1127,16-02-2020,1,,14.07,,Alkohol,Jedzenie,Konto osobiste,
1128,16-02-2020,0,,20.0,,Prezenty,,Konto osobiste,
1129,17-02-2020,1,,4.98,,Jedzenie,,Konto osobiste,
1130,17-02-2020,1,,24.99,,Akcesoria,Elektronika,Konto osobiste,
1131,17-02-2020,1,,600.0,,Czynsz,Dom,Konto osobiste,
1132,17-02-2020,1,,24.7,,Jedzenie,,Konto osobiste,
1133,18-02-2020,1,,30.09,,Jedzenie,,Konto osobiste,
1134,19-02-2020,1,,7.89,,Jedzenie,,Konto osobiste,
1135,19-02-2020,1,,17.9,,Restauracja,Jedzenie,Konto osobiste,
1136,19-02-2020,1,,13.99,,Woda,Dom,Konto osobiste,
1137,19-02-2020,1,,9.0,,Optyk,Zdrowie i uroda,Konto osobiste,
1138,20-02-2020,1,,16.74,,Jedzenie,,Konto osobiste,
1139,21-02-2020,1,,14.99,,Alkohol,Jedzenie,Konto osobiste,
1140,21-02-2020,1,,12.0,,Prezenty,,Konto osobiste,
1141,21-02-2020,1,,26.0,,Odzie�,,Konto osobiste,
1142,21-02-2020,1,,10.52,,Jedzenie,,Konto osobiste,
1143,22-02-2020,1,,20.33,,Jedzenie,,Konto osobiste,
1144,22-02-2020,1,,9.6,,Alkohol,Jedzenie,Konto osobiste,
1145,24-02-2020,1,,24.23,,Jedzenie,,Konto osobiste,
1146,25-02-2020,1,,26.0,,Bar,Rozrywka,Konto osobiste,
1147,25-02-2020,1,,34.99,,Woda,Dom,Konto osobiste,
1148,25-02-2020,1,,20.0,,Restauracja,Jedzenie,Konto osobiste,
1149,25-02-2020,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
1150,26-02-2020,1,,20.0,,Restauracja,Jedzenie,Konto osobiste,
1151,26-02-2020,1,,2.2,,Jedzenie,,Konto osobiste,
1152,26-02-2020,1,,11.07,,Jedzenie,,Konto osobiste,
1153,27-02-2020,1,,143.37,,Rodzice,,Konto osobiste,
1154,27-02-2020,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
1155,27-02-2020,1,,7.48,,Jedzenie,,Konto osobiste,
1156,27-02-2020,1,,177.8,,Optyk,Zdrowie i uroda,Konto osobiste,
1157,27-02-2020,0,,300.0,,Rodzice,,Konto osobiste,
1158,28-02-2020,1,,5.0,,Prezenty,,Konto osobiste,
1159,28-02-2020,1,,2.47,,Jedzenie,,Konto osobiste,
1160,28-02-2020,1,,13.57,,Jedzenie,,Konto osobiste,
1161,29-02-2020,1,,33.83,,Jedzenie,,Konto osobiste,
1162,01-03-2020,1,,10.6,,,,Konto osobiste,
1163,01-03-2020,1,,2.99,,Jedzenie,,Konto osobiste,
1164,01-03-2020,1,,7.4,,Alkohol,Jedzenie,Konto osobiste,
1165,02-03-2020,1,,14.41,,Jedzenie,,Konto osobiste,
1166,03-03-2020,1,,19.9,,Restauracja,Jedzenie,Konto osobiste,
1167,03-03-2020,1,,24.0,,Gry,Rozrywka,Konto osobiste,
1168,03-03-2020,1,,9.01,,Restauracja,Jedzenie,Konto osobiste,
1169,03-03-2020,1,,26.0,,Bar,Rozrywka,Konto osobiste,
1170,04-03-2020,1,,13.84,,Jedzenie,,Konto osobiste,
1171,04-03-2020,1,,14.9,,Optyk,Zdrowie i uroda,Konto osobiste,
1172,04-03-2020,1,,177.8,,Optyk,Zdrowie i uroda,Konto osobiste,
1173,05-03-2020,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
1174,05-03-2020,1,,13.65,,Jedzenie,,Konto osobiste,
1175,05-03-2020,1,,138.95,,Odzie�,,Konto osobiste,
1176,06-03-2020,1,,5.98,,Prezenty,,Konto osobiste,
1177,06-03-2020,1,,12.56,,Alkohol,Jedzenie,Konto osobiste,
1178,06-03-2020,1,,19.87,,Jedzenie,,Konto osobiste,
1179,06-03-2020,1,,4.99,,�rodki czysto�ci,Dom,Konto osobiste,
1180,07-03-2020,1,,10.88,,Jedzenie,,Konto osobiste,
1181,07-03-2020,1,,5.83,,Jedzenie,,Konto osobiste,
1182,07-03-2020,1,,5.99,,�rodki czysto�ci,Dom,Konto osobiste,
1183,07-03-2020,1,,16.97,,Alkohol,Jedzenie,Konto osobiste,
1184,08-03-2020,1,,50.0,,Gry,Rozrywka,Konto osobiste,
1185,08-03-2020,1,,16.95,,Restauracja,Jedzenie,Konto osobiste,
1186,08-03-2020,1,,10.0,,Bar,Rozrywka,Konto osobiste,
1187,09-03-2020,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
1188,09-03-2020,1,,5.99,,�rodki czysto�ci,Dom,Konto osobiste,
1189,09-03-2020,1,,6.59,,Jedzenie,,Konto osobiste,
1190,10-03-2020,1,,17.9,,Restauracja,Jedzenie,Konto osobiste,
1191,10-03-2020,1,,3.91,,Jedzenie,,Konto osobiste,
1192,10-03-2020,1,,3.69,,Jedzenie,,Konto osobiste,
1193,10-03-2020,1,,9.34,,Alkohol,Jedzenie,Konto osobiste,
1194,11-03-2020,1,,27.4,,Restauracja,Jedzenie,Konto osobiste,
1195,11-03-2020,1,,7.0,,Autobus,Samoch�d,Konto osobiste,
1196,11-03-2020,1,,5.34,,Jedzenie,,Konto osobiste,
1197,11-03-2020,1,,3.5,,Jedzenie,,Konto osobiste,
1198,14-03-2020,1,,22.43,,Alkohol,Jedzenie,Konto osobiste,
1199,14-03-2020,1,,25.0,,Leki,Zdrowie i uroda,Konto osobiste,
1200,19-03-2020,1,,16.45,,Jedzenie,,Konto osobiste,
1201,19-03-2020,1,,42.98,,Woda,Dom,Konto osobiste,
1202,19-03-2020,1,,21.12,,Alkohol,Jedzenie,Konto osobiste,
1203,20-03-2020,0,,1390.0,,Stypendium,Uczelnia,Konto osobiste,
1204,21-03-2020,1,,450.0,,Czynsz,Dom,Konto osobiste,
1205,21-03-2020,1,,8.5,,Jedzenie,,Konto osobiste,
1206,23-03-2020,1,,50.0,,Gry,Rozrywka,Konto osobiste,
1207,26-03-2020,0,,300.0,,Rodzice,,Konto osobiste,
1208,26-03-2020,1,,24.0,,Gry,Rozrywka,Konto osobiste,
1209,26-03-2020,1,,110.38,,Rodzice,,Konto osobiste,
1210,27-03-2020,1,,50.0,,Gry,Rozrywka,Konto osobiste,
1211,28-03-2020,1,,29.1,,Alkohol,Jedzenie,Konto osobiste,
1212,31-03-2020,1,,25.0,,Rodzice,,Konto osobiste,
1213,31-03-2020,1,,33.79,,Rodzice,,Konto osobiste,
1214,02-04-2020,1,,17.49,,Leki,Zdrowie i uroda,Konto osobiste,
1215,02-04-2020,1,,33.45,,Jedzenie,,Konto osobiste,
1216,06-04-2020,1,,30.0,,Telefon,Dom,Konto osobiste,
1217,07-04-2020,0,,1390.0,,Stypendium,Uczelnia,Konto osobiste,
1218,14-04-2020,1,,450.0,,Czynsz,Dom,Konto osobiste,
1219,15-04-2020,0,,1000.0,,Prezenty,,Konto osobiste,
1220,18-04-2020,1,,7.34,,Jedzenie,,Konto osobiste,
1221,18-04-2020,1,,28.1,,Alkohol,Jedzenie,Konto osobiste,
1222,19-04-2020,1,,199.0,,Buty,Odzie�,Konto osobiste,
1223,19-04-2020,1,,69.99,,Zdrowie i uroda,,Konto osobiste,
1224,23-04-2020,1,,99.99,,Komputer,Elektronika,Konto osobiste,
1225,24-04-2020,1,,23.9,,Alkohol,Jedzenie,Konto osobiste,
1226,24-04-2020,0,,40.0,,Rodzice,,Konto osobiste,
1227,24-04-2020,0,,1000.0,,Rodzice,,Konto osobiste,
1228,27-04-2020,1,,904.0,,Rodzice,,Konto osobiste,
1229,28-04-2020,1,,111.45,,Rodzice,,Konto osobiste,
1230,28-04-2020,1,,100.0,,Stomatolog,Zdrowie i uroda,Konto osobiste,
1231,28-04-2020,1,,33.59,,Rodzice,,Konto osobiste,
1232,30-04-2020,1,,34.3,,Alkohol,Jedzenie,Konto osobiste,
1233,30-04-2020,0,,300.0,,Rodzice,,Konto osobiste,
1234,30-04-2020,1,Konto osobiste,18.97,,Gry,Rozrywka,Konto osobiste,
1235,06-05-2020,1,,100.0,,Lotto,Hazard,Konto osobiste,
1236,07-05-2020,1,,25.6,,Alkohol,Jedzenie,Konto osobiste,
1237,10-05-2020,1,,20.0,,Alkohol,Jedzenie,Konto osobiste,
1238,14-05-2020,0,,1390.0,,Stypendium,Uczelnia,Konto osobiste,
1239,14-05-2020,1,,300.0,,Stomatolog,Zdrowie i uroda,Konto osobiste,
1240,15-05-2020,1,,450.0,,Czynsz,Dom,Konto osobiste,
1241,15-05-2020,1,,50.0,,Gry,Rozrywka,Konto osobiste,
1242,15-05-2020,0,,50.0,,Prezenty,,Konto osobiste,
1243,17-05-2020,1,,20.0,,Alkohol,Jedzenie,Konto osobiste,
1244,19-05-2020,1,,67.98,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
1245,22-05-2020,1,,18.36,,Jedzenie,,Konto osobiste,
1246,22-05-2020,0,,50.0,,Rodzice,,Konto osobiste,
1247,22-05-2020,1,,25.11,,Alkohol,Jedzenie,Konto osobiste,
1248,23-05-2020,1,Konto osobiste,19.29,,Gry,Rozrywka,Konto osobiste,
1249,23-05-2020,0,,20.0,,Prezenty,,Konto osobiste,
1250,26-05-2020,1,,45.0,,Gry,Rozrywka,Konto osobiste,
1251,26-05-2020,1,,13.04,,Jedzenie,,Konto osobiste,
1252,26-05-2020,1,,6.0,,Prezenty,,Konto osobiste,
1253,26-05-2020,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
1254,27-05-2020,0,,300.0,,Rodzice,,Konto osobiste,
1255,27-05-2020,1,,30.0,,Telefon,Dom,Konto osobiste,
1256,27-05-2020,1,,110.38,,Rodzice,,Konto osobiste,
1257,27-05-2020,1,,33.19,,Rodzice,,Konto osobiste,
1258,02-06-2020,1,,43.57,,Jedzenie,,Konto osobiste,
1259,02-06-2020,1,,268.99,,Akcesoria,Elektronika,Konto osobiste,
1260,02-06-2020,0,,50.0,,Prezenty,,Konto osobiste,
1261,04-06-2020,1,,11.11,,Jedzenie,,Konto osobiste,
1262,04-06-2020,1,,11.16,,Alkohol,Jedzenie,Konto osobiste,
1263,05-06-2020,1,,14.13,,Jedzenie,,Konto osobiste,
1264,05-06-2020,1,,8.76,,Alkohol,Jedzenie,Konto osobiste,
1265,05-06-2020,1,,16.68,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
1266,05-06-2020,1,Piwo konrad,26.72,,Alkohol,Jedzenie,Konto osobiste,
1267,06-06-2020,1,,18.77,,Jedzenie,,Konto osobiste,
1268,07-06-2020,1,,14.86,,Alkohol,Jedzenie,Konto osobiste,
1269,09-06-2020,1,,43.0,,Woda,Dom,Konto osobiste,
1270,09-06-2020,1,,4.45,,Jedzenie,,Konto osobiste,
1271,10-06-2020,1,,7.88,,Alkohol,Jedzenie,Konto osobiste,
1272,10-06-2020,1,,28.25,,Jedzenie,,Konto osobiste,
1273,11-06-2020,1,,12.13,,Alkohol,Jedzenie,Konto osobiste,
1274,12-06-2020,1,,4.98,,Alkohol,Jedzenie,Konto osobiste,
1275,12-06-2020,1,,12.28,,�rodki czysto�ci,Dom,Konto osobiste,
1276,12-06-2020,1,,17.31,,Jedzenie,,Konto osobiste,
1277,13-06-2020,1,,14.74,,Alkohol,Jedzenie,Konto osobiste,
1278,13-06-2020,1,,17.71,,Jedzenie,,Konto osobiste,
1279,13-06-2020,1,,8.95,,�rodki czysto�ci,Dom,Konto osobiste,
1280,14-06-2020,1,,68.95,,Dom,,Konto osobiste,
1281,15-06-2020,1,,9.66,,Jedzenie,,Konto osobiste,
1282,15-06-2020,1,,4.18,,Jedzenie,,Konto osobiste,
1283,16-06-2020,1,,28.09,,Jedzenie,,Konto osobiste,
1284,16-06-2020,1,,1.49,,Jedzenie,,Konto osobiste,
1285,17-06-2020,1,,2.59,,Jedzenie,,Konto osobiste,
1286,17-06-2020,1,,7.48,,Alkohol,Jedzenie,Konto osobiste,
1287,18-06-2020,1,,4.99,,�rodki czysto�ci,Dom,Konto osobiste,
1288,18-06-2020,1,,3.59,,Jedzenie,,Konto osobiste,
1289,18-06-2020,1,,20.29,,Jedzenie,,Konto osobiste,
1290,18-06-2020,1,,4.78,,Alkohol,Jedzenie,Konto osobiste,
1291,19-06-2020,1,,4.58,,Alkohol,Jedzenie,Konto osobiste,
1292,20-06-2020,1,,28.85,,Jedzenie,,Konto osobiste,
1293,20-06-2020,1,,8.4,,Rozrywka,,Konto osobiste,
1294,20-06-2020,1,,13.74,,Alkohol,Jedzenie,Konto osobiste,
1295,20-06-2020,1,,11.17,,Alkohol,Jedzenie,Konto osobiste,
1296,22-06-2020,0,,1390.0,,Stypendium,Uczelnia,Konto osobiste,
1297,23-06-2020,1,,450.0,,Czynsz,Dom,Konto osobiste,
1298,23-06-2020,1,,30.98,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
1299,24-06-2020,1,,6.99,,�rodki czysto�ci,Dom,Konto osobiste,
